egiftID,Main_id
BW0054,36286-1
BW0055,36359-8
BW0056,36390-9
BW0058,37192-0
BW0059,40342-9
BW0060,41507-7
BW0061,42175-7
BW0062,42341-2
BW0063,42489-3
BW0064,48013-8
BW0065,48504-9
BW0066,49080-1
BW0067,49475-5
BW0068,49573-8
BW0069,43804-1
BW0070,43886-3
BW0072,51587-0
BW0073,52327-3
BW0074,60008-~
BW0074,60008-6
BW0075,53667-1
BW0076,53925-4
BW0077,54005-2
BW0078,54319-8
BW0079,54802-5
BW0080,55419-0
BW0081,55830-3
BW0082,56352-1
BW0084,56506-6
BW0085,58523-7
BW0086,60420-2
BW0087,59806-2
BW0089,72511-0
BW0090,72860-9
BW0091,73888-0
BW0092,74134-3
BW0093,74561-1
BW0094,74754-1
BW0095,75092-3
BW0096,75218-3
BW0097,75492-9
BW0098,43087-4
BW0100,79829-9
BW0101,80734-2
BW0102,81413-1
BW0103,81546-0
BW0104,81730-3
BW0105,81837-3
BW0106,83829-8
BW0107,84313-1
BW0108,86626-0
BW0109,86674-9
BW0110,87016-2
BW0111,87237-7
BW0112,87386-8
BW0113,87774-1
BW0114,88265-5
BW0115,88270-7
BW0116,88823-5
BW0117,89876-2
BW0118,61427-6
BW0119,61707-9
BW0120,61763-9
BW0121,61939-4
BW0122,62222-6
BW0123,62401-7
BW0124,63021-8
BW0125,64582-1
BW0126,64727-2
BW0127,65243-2
BW0128,66135-5
BW0129,66259-0
BW0130,67749-1
BW0131,67992-3
BW0132,69455-5
BW0133,69457-1
BW0134,69485-6
BW0135,39562-1
BW0136,13377-3
BW0137,13559-3
BW0138,13968-3
BW0139,21698-8
BW0140,21906-6
BW0141,90383-5
BW0142,90765-3
BW0143,90902-0
BW0144,91142-9
BW0145,91234-7
BW0146,92538-9
BW0147,92778-5
BW0148,92922-0
BW0149,93682-8
BW0150,93702-1
BW0151,94088-5
BW0152,94467-4
BW0153,94502-6
BW0154,94568-6
BW0155,95569-2
BW0156,95706-9
BW0157,95983-4
BW0158,96172-5
BW0159,96336-7
BW0160,96562-4
BW0161,97150-8
BW0162,98279-1
BW0163,98429-4
BW0164,99144-9
BW0165,99362-5
BW0166,99630-5
BW0167,99868-8
BW0168,10386-A
BW0169,10422-A
BW0171,10545-A
BW0172,11061-A
BW0173,11395-A
BW0174,11837-A
BW0175,12086-A
BW0176,12105-A
BW0177,12696-A
BW0179,12922-A
BW0180,14140-A
BW0181,14798-A
BW0182,15358-A
BW0183,16039-A
BW0184,16661-A
BW0185,17175-A
BW0187,17365-A
BW0188,18388-A
BW0189,18650-A
BW0190,18971-A
BW0191,18992-A
BY0001,04540-5
BY0002,15551-5
BY0003,16359-4
BY0004,16561-5
BY0006,20520-3
BY0007,24012-9
BY0008,36384-4
BY0009,37378-2
BY0010,57974-8
BY0012,80576-8
BY0013,82402-4
BY0014,82686-0
BY0015,62429-5
BY0016,62871-2
BY0017,66223-1
BY0018,39934-2
BY0019,95848-2
BY0020,10690-A
BY0021,15069-A
BY0022,15915-A
BZ0001,02734-2
BZ0002,02739-7
BZ0003,03279-3
BZ0004,04179-7
BZ0005,04555-7
BZ0006,06828-8
BZ0007,10548-4
BZ0008,10549-7
BZ0010,29736-3
BZ0011,30331-2
BZ0012,35101-8
BZ0013,41510-3
BZ0014,49225-2
BZ0015,50483-6
BZ0016,55430-7
BZ0017,58651-1
BZ0018,76347-3
BZ0019,76504-4
BZ0020,81803-0
BZ0021,82397-3
BZ0022,66595-3
BZ0023,68082-8
BZ0024,91910-4
BZ0025,96171-2
BZ0026,97941-6
BZ0027,98284-3
BZ0028,98961-3
BZ0029,99341-8
BZ0030,17926-A
BZ0031,18021-A
BZ0032,18028-A
BZ0033,18436-A
BZ0034,19533-A
CA0001,00013-6
CA0002,00054-7
CA0003,00065-7
CA0005,03512-7
CA0006,03611-3
CA0007,03814-0
CA0008,04799-5
CA0009,04993-5
CA0010,06417-2
CA0011,06459-6
CA0012,07057-7
CA0013,10066-7
CA0014,10234-8
CA0015,11905-6
CA0016,12134-5
CA0017,14002-5
CA0019,16547-9
CA0020,18643-2
CA0021,18742-8
CA0022,19750-2
CA0023,20625-7
CA0024,22234-1
CA0025,22788-3
CA0026,23168-8
CA0029,24093-8
CA0030,24130-6
CA0031,27327-7
CA0034,29252-0
CA0035,29257-5
CA0036,29471-9
CA0037,30674-6
CA0038,30675-9
CA0039,30676-2
CA0040,26790-8
CA0041,31733-7
CA0042,32001-0
CA0043,32015-9
CA0044,33474-7
CA0045,33508-9
CA0046,34079-9
CA0047,34181-1
CA0048,34424-5
CA0049,34474-0
CA0050,34494-4
CA0051,34756-9
CA0052,36701-5
CA0053,36889-4
CA0054,40470-3
CA0055,40646-8
CA0056,41570-5
CA0057,41620-9
CA0058,42570-8
CA0059,43543-9
CA0060,43544-2
CA0061,42919-9
CA0062,48978-6
CA0063,48984-1
CA0064,49352-3
CA0065,49702-4
CA0066,49740-6
CA0067,43749-5
CA0068,43877-9
CA0070,51864-4
CA0071,52234-2
CA0072,52424-3
CA0073,52625-4
CA0074,53343-8
CA0075,53650-3
CA0076,53972-0
CA0077,54003-6
CA0078,54167-9
CA0079,55620-8
CA0080,55644-4
CA0081,55713-9
CA0082,56658-6
CA0083,56670-6
CA0084,56804-7
CA0085,57008-0
CA0086,57236-3
CA0087,57655-0
CA0088,57905-2
CA0089,70218-8
CA0090,70112-1
CA0091,71102-7
CA0092,71147-0
CA0093,71159-3
CA0094,72177-4
CA0095,72565-7
CA0096,72585-1
CA0097,73103-6
CA0098,73767-4
CA0099,74197-4
CA0100,75050-9
CA0101,75271-4
CA0102,75463-1
CA0103,76187-3
CA0104,76833-9
CA0105,77073-8
CA0106,77077-0
CA0108,77787-0
CA0109,78484-7
CA0110,78929-5
CA0111,80506-9
CA0112,81046-5
CA0113,81373-4
CA0115,82728-3
CA0116,82865-1
CA0117,83887-4
CA0118,84063-9
CA0119,25553-8
CA0120,86672-3
CA0121,87273-3
CA0122,87313-0
CA0123,87512-5
CA0124,87633-1
CA0125,87858-8
CA0127,88011-0
CA0128,88389-0
CA0129,88400-6
CA0130,88515-7
CA0131,88692-3
CA0132,88765-0
CA0133,89336-9
CA0134,89860-7
CA0135,89955-4
CA0136,28677-2
CA0137,61058-4
CA0138,61173-2
CA0139,61433-1
CA0140,61596-1
CA0141,61680-5
CA0142,61711-8
CA0143,63282-1
CA0144,63446-3
CA0145,64037-6
CA0146,64338-6
CA0147,66339-5
CA0149,68647-9
CA0150,68697-4
CA0152,68975-1
CA0153,69742-6
CA0154,69805-6
CA0155,39686-6
CA0156,38444-1
CA0157,38735-4
CA0158,38753-2
CA0159,38852-8
CA0160,21621-8
CA0161,90733-6
CA0162,91846-4
CA0163,93057-8
CA0164,93410-5
CA0165,93797-9
CA0166,94813-3
CA0167,94836-6
CA0168,95259-8
CA0169,95582-5
CA0170,96763-5
CA0171,96982-4
CA0173,98078-0
CA0174,98192-5
CA0175,98651-9
CA0176,99356-0
CA0177,99371-9
CA0178,99402-2
CA0179,99767-6
CA0180,99776-0
CA0181,10089-A
CA0182,10109-A
CA0183,11132-A
CA0184,11260-A
CA0185,11973-A
CA0186,12140-A
CA0187,12579-A
CA0188,12580-A
CA0189,12692-A
CA0190,13172-A
CA0191,13461-A
CA0192,13583-A
CA0193,13631-A
CA0194,14037-A
CA0195,14785-A
CA0196,15169-A
CA0197,16711-A
CA0198,16956-A
CA0199,17772-A
CA0200,17897-A
CA0201,18331-A
CA0202,18882-A
CA0203,19055-A
CB0001,00086-4
CB0002,00094-5
CB0003,00097-4
CB0004,00120-3
CB0005,00125-8
CB0006,00129-0
CB0007,00131-3
CB0008,00140-7
CB0009,00171-1
CB0010,00192-8
CB0011,00215-0
CB0012,00245-1
CB0013,00246-4
CB0014,00268-4
CB0015,00282-0
CB0016,01111-2
CB0018,03998-7
CB0019,04280-6
CB0020,04571-9
CB0021,05150-9
CB0022,06219-0
CB0023,06840-8
CB0025,07256-2
CB0026,07981-1
CB0027,09918-9
CB0028,10052-8
CB0029,11313-3
CB0030,11468-2
CB0032,12506-6
CB0035,14428-3
CB0036,14453-9
CB0037,14610-0
CB0039,14779-8
CB0044,15959-5
CB0045,16301-5
CB0046,16339-0
CB0047,16421-8
CB0048,16460-3
CB0049,17470-3
CB0052,19196-4
CB0053,19318-2
CB0054,19606-6
CB0055,19830-7
CB0056,20529-0
CB0057,20797-1
CB0061,21277-5
CB0062,21378-7
CB0063,21438-8
CB0064,21463-4
CB0065,21476-0
CB0066,22334-0
CB0067,22506-3
CB0068,22539-3
CB0069,23089-6
CB0070,23139-0
CB0071,23307-1
CB0073,23566-8
CB0075,23823-8
CB0076,23837-7
CB0077,23844-5
CB0078,23894-0
CB0080,27245-6
CB0081,27248-5
CB0082,04572-2
CB0084,27524-6
CB0087,29625-4
CB0088,29631-9
CB0089,29805-8
CB0090,30244-9
CB0091,30512-9
CB0092,30640-3
CB0093,30642-9
CB0094,30672-0
CB0095,30894-8
CB0097,30918-3
CB0098,30919-6
CB0099,31100-3
CB0100,31258-1
CB0101,31548-1
CB0102,31570-8
CB0103,31674-9
CB0104,31828-4
CB0105,31946-1
CB0106,32027-2
CB0107,32100-6
CB0108,26497-2
CB0109,32258-4
CB0110,32281-4
CB0111,32543-9
CB0112,32580-8
CB0113,32646-7
CB0114,32648-3
CB0115,32723-3
CB0116,32750-5
CB0117,33137-1
CB0119,33787-0
CB0120,33925-0
CB0122,33965-8
CB0123,34761-1
CB0124,34802-1
CB0125,34899-5
CB0127,36185-9
CB0128,36444-5
CB0129,35740-7
CB0130,36612-6
CB0132,37048-4
CB0133,37286-4
CB0134,37342-3
CB0135,37348-1
CB0136,37358-8
CB0137,37881-3
CB0138,40024-4
CB0139,40296-7
CB0140,40449-9
CB0141,40489-7
CB0142,35106-3
CB0144,40876-7
CB0145,41046-7
CB0146,41061-6
CB0147,41081-0
CB0148,41193-2
CB0149,41203-8
CB0151,41336-7
CB0152,41377-8
CB0153,41516-1
CB0154,41639-3
CB0155,41715-6
CB0156,41811-3
CB0157,41847-2
CB0158,41880-9
CB0159,41910-9
CB0160,41987-9
CB0161,42128-1
CB0162,16978-9
CB0163,42414-9
CB0164,42424-6
CB0165,42473-8
CB0166,42488-0
CB0167,42588-9
CB0168,42626-0
CB0169,42734-0
CB0170,42839-4
CB0171,42857-2
CB0173,43600-1
CB0174,48230-1
CB0175,48266-0
CB0176,48295-8
CB0177,48369-8
CB0178,48626-8
CB0179,48870-3
CB0180,49125-3
CB0181,49130-5
CB0182,49926-8
CB0183,50220-7
CB0184,50269-2
CB0185,50450-6
CB0186,50716-3
CB0187,50944-6
CB0188,51064-2
CB0189,51396-6
CB0190,51625-1
CB0191,51675-6
CB0192,51769-0
CB0193,51806-8
CB0194,51916-4
CB0195,52063-2
CB0196,52499-7
CB0197,52539-4
CB0198,52557-2
CB0199,52833-3
CB0200,52850-8
CB0201,60024-8
CB0202,53379-7
CB0203,53397-5
CB0204,53450-5
CB0205,53792-6
CB0206,54009-4
CB0207,54038-2
CB0208,54322-4
CB0209,54799-0
CB0210,54867-2
CB0211,54872-4
CB0212,55116-4
CB0213,55352-8
CB0214,55510-2
CB0215,55523-8
CB0216,55598-2
CB0217,55651-2
CB0218,55769-2
CB0219,55819-6
CB0220,55855-2
CB0221,56011-3
CB0222,56675-1
CB0223,57022-6
CB0224,57221-1
CB0225,57295-2
CB0226,57355-3
CB0227,57523-4
CB0228,58424-1
CB0229,58445-8
CB0230,58617-1
CB0231,58640-1
CB0232,58845-4
CB0233,46033-6
CB0234,58935-6
CB0235,59204-2
CB0236,59329-0
CB0237,59471-0
CB0238,59488-8
CB0239,59515-9
CB0240,59671-8
CB0241,59966-3
CB0242,70299-7
CB0243,70378-9
CB0244,70696-4
CB0245,70985-1
CB0246,70987-7
CB0247,71002-8
CB0248,71043-9
CB0249,71101-4
CB0250,71337-1
CB0251,71484-6
CB0253,71549-2
CB0254,71735-1
CB0255,71932-0
CB0256,72313-8
CB0257,72743-5
CB0258,73577-3
CB0259,73646-8
CB0260,73989-2
CB0261,74002-7
CB0262,74054-8
CB0263,74432-4
CB0264,74641-6
CB0265,74678-8
CB0266,74966-2
CB0267,74981-1
CB0268,75049-9
CB0269,75061-9
CB0270,75064-8
CB0271,75385-2
CB0273,75498-7
CB0274,76038-2
CB0275,76333-4
CB0276,76520-6
CB0277,76556-5
CB0278,76604-3
CB0279,76781-9
CB0280,76785-1
CB0281,76839-7
CB0282,77043-7
CB0283,43081-6
CB0284,77269-7
CB0285,77588-5
CB0286,77662-2
CB0288,78158-1
CB0289,78164-6
CB0290,78534-1
CB0291,78766-6
CB0292,78804-7
CB0293,78896-6
CB0294,79144-5
CB0295,79210-1
CB0296,79410-9
CB0297,79438-7
CB0298,79479-8
CB0299,79777-9
CB0300,80622-0
CB0302,80754-6
CB0303,80929-8
CB0304,81447-4
CB0305,81494-0
CB0306,81522-4
CB0307,81698-0
CB0308,81741-3
CB0309,81766-2
CB0311,81794-7
CB0313,82082-4
CB0314,82151-9
CB0315,82664-0
CB0316,82912-6
CB0317,83125-3
CB0318,83307-3
CB0319,83353-6
CB0320,83441-2
CB0321,83478-4
CB0322,83694-4
CB0323,83875-1
CB0324,84169-6
CB0325,84530-4
CB0326,84555-3
CB0328,84584-1
CB0329,84760-3
CB0330,84877-0
CB0331,25938-5
CB0332,86142-7
CB0333,86464-4
CB0334,86470-9
CB0335,86573-7
CB0336,86619-2
CB0337,86641-9
CB0338,86865-3
CB0339,87012-0
CB0340,87261-0
CB0341,87433-3
CB0342,87439-1
CB0343,87641-2
CB0344,87892-8
CB0345,87945-1
CB0346,87957-4
CB0347,88032-7
CB0348,88086-4
CB0349,88087-7
CB0350,88242-2
CB0351,88255-8
CB0352,88281-7
CB0353,88350-2
CB0354,88398-4
CB0356,88490-9
CB0357,88557-1
CB0358,89135-8
CB0359,89461-4
CB0360,89538-3
CB0361,28536-2
CB0362,89717-4
CB0363,89749-1
CB0364,89857-1
CB0365,89961-9
CB0366,60650-1
CB0367,60891-0
CB0368,60965-0
CB0369,61112-7
CB0370,61134-7
CB0371,61407-2
CB0372,61523-3
CB0373,61621-6
CB0374,61789-1
CB0375,61894-2
CB0377,61976-3
CB0378,62126-9
CB0379,62291-2
CB0380,63208-3
CB0381,63353-2
CB0382,63400-7
CB0383,63420-1
CB0384,63519-0
CB0385,63671-7
CB0386,63733-4
CB0387,63864-7
CB0388,64145-6
CB0389,64185-4
CB0390,64393-3
CB0391,64445-3
CB0392,64555-9
CB0393,64763-8
CB0394,64769-6
CB0395,65167-9
CB0396,65189-9
CB0397,65384-2
CB0398,65427-8
CB0399,65563-3
CB0400,65703-9
CB0401,65752-1
CB0402,65827-4
CB0403,66119-3
CB0404,66369-6
CB0405,66386-1
CB0407,66541-6
CB0408,66561-0
CB0409,66587-2
CB0410,66837-4
CB0411,67010-0
CB0412,67110-9
CB0413,67167-5
CB0414,67174-3
CB0415,67347-9
CB0416,67423-2
CB0417,67424-5
CB0419,67603-6
CB0420,67839-3
CB0421,67851-3
CB0422,68113-1
CB0423,68163-6
CB0424,68240-2
CB0425,68313-9
CB0427,68489-5
CB0428,68953-1
CB0429,69017-7
CB0430,69050-4
CB0431,69323-9
CB0432,69333-6
CB0434,69586-8
CB0435,69730-3
CB0436,69814-0
CB0437,39143-4
CB0438,39324-1
CB0439,39353-9
CB0440,39358-4
CB0441,39394-0
CB0442,39512-6
CB0443,39570-2
CB0444,39810-7
CB0445,39840-8
CB0446,38182-6
CB0447,38268-9
CB0448,38337-4
CB0449,38366-2
CB0450,38429-2
CB0451,38452-2
CB0452,38584-8
CB0453,38661-4
CB0454,38954-3
CB0455,13326-5
CB0456,13456-5
CB0457,13600-0
CB0458,13782-1
CB0459,13794-4
CB0461,21539-0
CB0462,21577-2
CB0463,21836-8
CB0465,21985-9
CB0466,35847-7
CB0467,35895-6
CB0468,90240-9
CB0469,90394-5
CB0470,90415-1
CB0471,90435-5
CB0472,90486-3
CB0473,90584-6
CB0474,90614-6
CB0475,90944-4
CB0476,91322-3
CB0477,91453-6
CB0478,91515-3
CB0479,91621-7
CB0480,91675-4
CB0481,91728-7
CB0482,91840-6
CB0483,92105-3
CB0484,92156-1
CB0485,92788-2
CB0486,92796-3
CB0487,93160-3
CB0488,93172-6
CB0489,93262-8
CB0490,93326-1
CB0491,93395-7
CB0492,93471-0
CB0493,93500-7
CB0494,93845-7
CB0495,93921-0
CB0496,94339-0
CB0497,94383-7
CB0498,94557-6
CB0499,94577-0
CB0500,95021-5
CB0501,95340-3
CB0502,95387-2
CB0503,95504-5
CB0504,95597-7
CB0505,95670-1
CB0506,95764-5
CB0507,96283-4
CB0508,96396-9
CB0509,96638-0
CB0510,96823-6
CB0511,97344-1
CB0512,97788-7
CB0513,98096-8
CB0514,98206-3
CB0515,98293-7
CB0516,98604-3
CB0517,98612-4
CB0518,98841-0
CB0519,99127-4
CB0521,99182-1
CB0522,99335-3
CB0524,99612-7
CB0525,99836-1
CB0526,10024-A
CB0527,10250-A
CB0528,10480-A
CB0529,10553-A
CB0530,10625-A
CB0531,10743-A
CB0532,10898-A
CB0533,10921-A
CB0534,10950-A
CB0535,11100-A
CB0536,11176-A
CB0538,11498-A
CB0539,11510-A
CB0540,11576-A
CB0541,11752-A
CB0542,11840-A
CB0543,11888-A
CB0544,12204-A
CB0545,12283-A
CB0546,12334-A
CB0547,12440-A
CB0548,12552-A
CB0549,13300-A
CB0550,13955-A
CB0551,14230-A
CB0552,14231-A
CB0553,14340-A
CB0554,14420-A
CB0555,14485-A
CB0556,14739-A
CB0557,14911-A
CB0558,14985-A
CB0559,15122-A
CB0560,15234-A
CB0561,15394-A
CB0562,15516-A
CB0563,15657-A
CB0564,15685-A
CB0565,15727-A
CB0566,15854-A
CB0567,15970-A
CB0568,16117-A
CB0569,17306-A
CB0570,17417-A
CB0571,17510-A
CB0572,17593-A
CB0573,17705-A
CB0574,18015-A
CB0575,18152-A
CB0576,18251-A
CB0577,18262-A
CB0578,18301-A
CB0579,18428-A
CB0580,18635-A
CB0581,19039-A
CB0582,19274-A
CB0583,19306-A
CC0001,00291-4
CC0002,00316-2
CC0003,00341-8
CC0004,00372-2
CC0005,00392-6
CC0006,00393-9
CC0007,00404-8
CC0008,00431-0
CC0009,00457-2
CC0010,00462-4
CC0011,00483-1
CC0012,00521-2
CC0015,04897-8
CC0016,04909-0
CC0017,05137-6
CC0018,05239-1
CC0019,06114-6
CC0020,06883-5
CC0021,07373-6
CC0022,07405-2
CC0023,07430-8
CC0024,07454-4
CC0025,07461-2
CC0026,07548-8
CC0027,10122-6
CC0028,10479-9
CC0029,10695-9
CC0030,10885-0
CC0031,11084-8
CC0032,12695-5
CC0033,13100-5
CC0034,14061-4
CC0039,14676-0
CC0041,14760-4
CC0044,15737-7
CC0045,15887-1
CC0046,16324-8
CC0049,18715-6
CC0050,18869-2
CC0051,19105-8
CC0054,19403-9
CC0055,19518-0
CC0056,19681-7
CC0058,20107-4
CC0059,20111-3
CC0061,20238-7
CC0062,20375-5
CC0063,20716-2
CC0065,20880-2
CC0070,21276-2
CC0072,21337-6
CC0075,22251-6
CC0077,22649-9
CC0078,22659-6
CC0080,22759-5
CC0081,22800-2
CC0082,22854-9
CC0083,22874-3
CC0084,22909-8
CC0086,23086-7
CC0087,23222-1
CC0088,23424-5
CC0089,23425-8
CC0091,25079-5
CC0093,23607-8
CC0094,27157-0
CC0095,27228-1
CC0097,27427-6
CC0098,27891-3
CC0100,29328-6
CC0101,29531-0
CC0102,29691-1
CC0103,29723-7
CC0104,29896-4
CC0105,30132-7
CC0106,30138-5
CC0107,30187-7
CC0108,24608-4
CC0109,30203-8
CC0111,26697-0
CC0112,31200-2
CC0113,31247-1
CC0114,31324-7
CC0115,31371-3
CC0116,31525-8
CC0117,31655-8
CC0118,31977-5
CC0119,31991-1
CC0120,32055-7
CC0122,32222-5
CC0123,35025-5
CC0124,32420-7
CC0125,32431-7
CC0126,35066-6
CC0127,35068-2
CC0128,32687-8
CC0129,32993-0
CC0130,33005-5
CC0131,33024-6
CC0132,33059-2
CC0133,33235-4
CC0134,33728-1
CC0135,33871-4
CC0136,17695-0
CC0137,34405-4
CC0138,34420-3
CC0139,35689-3
CC0140,36112-1
CC0143,36517-2
CC0144,36589-7
CC0145,36593-6
CC0146,36756-5
CC0147,36869-0
CC0148,37330-0
CC0149,37616-1
CC0150,37694-1
CC0151,37837-6
CC0152,37975-7
CC0153,37979-9
CC0154,16764-2
CC0155,40365-2
CC0156,40439-2
CC0157,16866-7
CC0158,40618-3
CC0159,40944-9
CC0160,40993-1
CC0161,41163-1
CC0162,41762-2
CC0163,41835-9
CC0164,41885-4
CC0165,41892-2
CC0167,42049-9
CC0168,42398-8
CC0169,42449-5
CC0170,43547-1
CC0171,43552-3
CC0173,48023-5
CC0175,48200-0
CC0176,48359-1
CC0177,48487-5
CC0178,48529-8
CC0179,48532-4
CC0180,48572-2
CC0181,48591-3
CC0182,48621-3
CC0183,48763-6
CC0184,48837-6
CC0185,48909-0
CC0186,49635-5
CC0187,49668-5
CC0188,49836-6
CC0189,49963-7
CC0190,50073-3
CC0191,50160-6
CC0192,50214-2
CC0193,50218-4
CC0194,50518-1
CC0196,50549-5
CC0197,50610-6
CC0198,50656-2
CC0199,50682-1
CC0200,50760-0
CC0201,50917-4
CC0203,50923-9
CC0205,51317-3
CC0206,51472-9
CC0207,51651-0
CC0208,51652-3
CC0209,51692-1
CC0210,51845-3
CC0211,51924-5
CC0212,51944-9
CC0213,51949-4
CC0214,51972-4
CC0215,51995-7
CC0216,52025-0
CC0217,52200-9
CC0218,52438-2
CC0219,52693-7
CC0220,52808-7
CC0221,52846-9
CC0222,52862-1
CC0223,25702-8
CC0224,52942-6
CC0225,53145-6
CC0226,53163-4
CC0227,53286-6
CC0228,53375-5
CC0229,60016-7
CC0230,53440-8
CC0231,53735-3
CC0232,53826-8
CC0233,54144-6
CC0234,54555-2
CC0235,54701-3
CC0236,54766-0
CC0237,55339-5
CC0238,55483-1
CC0239,55564-9
CC0240,55773-1
CC0241,55870-1
CC0242,55996-2
CC0243,56032-0
CC0244,56087-0
CC0245,56410-6
CC0246,56512-1
CC0247,56575-2
CC0248,56672-2
CC0249,56715-8
CC0250,56740-4
CC0251,56767-9
CC0252,56843-2
CC0253,56928-2
CC0254,57345-6
CC0255,57787-6
CC0256,57860-0
CC0257,58047-8
CC0258,58164-2
CC0259,58180-4
CC0260,58326-8
CC0261,58537-6
CC0262,58591-0
CC0263,46089-9
CC0264,59146-7
CC0265,59400-8
CC0266,59530-8
CC0267,59552-8
CC0268,59593-9
CC0269,59607-7
CC0270,59835-0
CC0271,59842-8
CC0272,59925-2
CC0273,59926-5
CC0274,70010-6
CC0275,70158-7
CC0277,71052-3
CC0278,71239-8
CC0279,71525-6
CC0280,71565-4
CC0281,71710-2
CC0282,46114-4
CC0283,46155-5
CC0284,46207-5
CC0285,71815-6
CC0286,71847-3
CC0287,72026-7
CC0288,72104-6
CC0289,72178-7
CC0290,72422-1
CC0291,72432-8
CC0292,72449-6
CC0293,72478-4
CC0294,72502-6
CC0295,72539-8
CC0296,72554-7
CC0297,72746-4
CC0298,72827-2
CC0299,73348-7
CC0300,73430-5
CC0301,73448-6
CC0303,73855-0
CC0304,74162-8
CC0305,74341-9
CC0307,74719-8
CC0308,74965-9
CC0309,75043-1
CC0310,75133-3
CC0311,75183-8
CC0312,75316-6
CC0313,75347-0
CC0315,75537-1
CC0316,75606-6
CC0317,75651-6
CC0318,76053-1
CC0319,76596-3
CC0320,76643-8
CC0321,76675-5
CC0322,76702-6
CC0323,76743-7
CC0324,76788-0
CC0325,76874-0
CC0326,76976-5
CC0327,77228-6
CC0328,77244-8
CC0329,77477-6
CC0330,78133-2
CC0331,78281-0
CC0332,78354-7
CC0333,78405-4
CC0334,78498-6
CC0335,78796-7
CC0336,79108-9
CC0337,79207-5
CC0338,79312-6
CC0339,79420-6
CC0340,79674-1
CC0341,80071-8
CC0342,80265-1
CC0343,80604-2
CC0344,80662-8
CC0345,80768-5
CC0346,80873-6
CC0347,80936-6
CC0348,81035-5
CC0349,81477-5
CC0350,81671-5
CC0352,81984-8
CC0353,82183-6
CC0354,82290-3
CC0355,82507-8
CC0356,46256-7
CC0357,82714-4
CC0358,82837-6
CC0359,82885-5
CC0360,83055-5
CC0361,83126-6
CC0362,83406-9
CC0363,83424-7
CC0364,83466-1
CC0365,83791-4
CC0366,83812-0
CC0367,83838-2
CC0368,84128-5
CC0369,84185-8
CC0370,84288-6
CC0371,84458-3
CC0372,84502-9
CC0373,84591-9
CC0374,84851-8
CC0375,84993-1
CC0376,86174-4
CC0377,86218-3
CC0378,86263-3
CC0380,86436-9
CC0381,86444-0
CC0382,86585-0
CC0383,86658-7
CC0384,86696-9
CC0385,86788-7
CC0386,87010-4
CC0387,87051-5
CC0389,87639-9
CC0390,87648-3
CC0391,87748-2
CC0392,87923-1
CC0393,87982-0
CC0394,88084-8
CC0395,88158-8
CC0396,88246-4
CC0397,88572-0
CC0398,88956-4
CC0399,88962-9
CC0400,88995-9
CC0401,89039-1
CC0402,89072-8
CC0403,89164-6
CC0404,89601-0
CC0405,89625-6
CC0406,89685-8
CC0409,28467-7
CC0410,60734-8
CC0411,60822-4
CC0412,60829-5
CC0413,61129-5
CC0414,61219-7
CC0415,61965-3
CC0416,62038-3
CC0417,62043-5
CC0418,62104-9
CC0419,62211-6
CC0420,62254-3
CC0421,62255-6
CC0423,62368-1
CC0424,62377-5
CC0425,62425-3
CC0426,62428-2
CC0427,62513-9
CC0428,62630-3
CC0429,62754-8
CC0430,62789-4
CC0431,62941-0
CC0432,63093-3
CC0433,63188-0
CC0434,63313-4
CC0435,63342-2
CC0436,63355-8
CC0437,63368-4
CC0438,63383-3
CC0439,63565-3
CC0440,63779-0
CC0441,63887-0
CC0442,63900-2
CC0443,64183-8
CC0444,64188-3
CC0445,64203-1
CC0446,64348-3
CC0447,64373-9
CC0448,64461-5
CC0449,64569-8
CC0450,64708-1
CC0451,64904-7
CC0452,65044-7
CC0453,65074-8
CC0454,65198-3
CC0455,65369-3
CC0456,65901-1
CC0457,66287-5
CC0458,66476-3
CC0459,66698-1
CC0460,66729-4
CC0461,66902-7
CC0462,67061-8
CC0463,67164-6
CC0464,67309-7
CC0465,67375-4
CC0468,67829-6
CC0469,68110-2
CC0470,68219-8
CC0471,68249-9
CC0472,68346-9
CC0473,68434-5
CC0474,68449-7
CC0475,68929-8
CC0476,68933-7
CC0477,69000-9
CC0478,69297-1
CC0479,69706-0
CC0480,69771-4
CC0481,69792-1
CC0482,69839-9
CC0483,69913-6
CC0484,69927-5
CC0485,39094-3
CC0486,39272-1
CC0487,39462-2
CC0488,39745-4
CC0489,39789-4
CC0490,39922-9
CC0491,39941-0
CC0492,39944-9
CC0493,39970-8
CC0494,38243-0
CC0495,38269-2
CC0496,38579-6
CC0497,38666-9
CC0498,38776-5
CC0499,38873-5
CC0500,38906-4
CC0501,13427-7
CC0503,13848-0
CC0504,21585-3
CC0505,21642-5
CC0507,21986-2
CC0508,90048-5
CC0509,90064-7
CC0510,90113-8
CC0511,90201-4
CC0512,90203-0
CC0513,90388-0
CC0514,90468-5
CC0515,90743-3
CC0516,90901-7
CC0517,91025-5
CC0518,91213-0
CC0519,91425-1
CC0521,91570-0
CC0522,92004-1
CC0523,92117-6
CC0524,92417-3
CC0525,92423-8
CC0526,92451-3
CC0527,92507-5
CC0528,92684-1
CC0529,92737-4
CC0530,92845-4
CC0531,92877-1
CC0532,92977-0
CC0534,93292-9
CC0535,93453-2
CC0536,93527-2
CC0537,93854-1
CC0538,93902-9
CC0539,93992-2
CC0540,93998-0
CC0541,94115-6
