FundraisedAmount,Main_ID,Description,EventYear
"4,000",13411-A,"Wellesley to Bourne (1-Day, Sat)",2022
"6,000",99675-8,"Wellesley to Bourne (1-Day, Sat)",2022
"5,093",01452-0,"Wellesley to Bourne (1-Day, Sat)",2022
"5,275",10683-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,295",10698-A,"Wellesley to Bourne (1-Day, Sat)",2022
"8,095",40768-7,"Wellesley to Bourne (1-Day, Sat)",2022
"8,140",75104-5,"Wellesley to Bourne (1-Day, Sat)",2022
"7,226",10981-A,"Wellesley to Bourne (1-Day, Sat)",2022
"19,900",51802-6,"Wellesley to Bourne (1-Day, Sat)",2022
"4,608.14",75072-9,"Wellesley to Bourne (1-Day, Sat)",2022
"9,500",75189-6,"Wellesley to Bourne (1-Day, Sat)",2022
"5,229.13",75370-0,"Wellesley to Bourne (1-Day, Sat)",2022
"5,690",78530-9,"Wellesley to Bourne (1-Day, Sat)",2022
"5,000",78539-6,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",90467-2,"Wellesley to Bourne (1-Day, Sat)",2022
"6,565",10465-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,610",65881-8,"Wellesley to Bourne (1-Day, Sat)",2022
"5,989.55",71923-6,"Wellesley to Bourne (1-Day, Sat)",2022
"7,900",84491-0,"Wellesley to Bourne (1-Day, Sat)",2022
"12,485",04181-0,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",10540-A,"Wellesley to Bourne (1-Day, Sat)",2022
"8,520",10982-A,"Wellesley to Bourne (1-Day, Sat)",2022
"14,750",22820-6,"Wellesley to Bourne (1-Day, Sat)",2022
"9,500",39695-0,"Wellesley to Bourne (1-Day, Sat)",2022
"7,317",75733-7,"Wellesley to Bourne (1-Day, Sat)",2022
"12,576.05",80059-8,"Wellesley to Bourne (1-Day, Sat)",2022
"5,000",10623-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,266",10711-A,"Wellesley to Bourne (1-Day, Sat)",2022
"6,323.65",10716-A,"Wellesley to Bourne (1-Day, Sat)",2022
"5,200",10968-A,"Wellesley to Bourne (1-Day, Sat)",2022
"13,418.31",10972-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",55462-4,"Wellesley to Bourne (1-Day, Sat)",2022
"9,500",89943-1,"Wellesley to Bourne (1-Day, Sat)",2022
"8,100",01098-0,"Wellesley to Bourne (1-Day, Sat)",2022
"5,606",03971-2,"Wellesley to Bourne (1-Day, Sat)",2022
"6,500",10402-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",10515-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",14166-A,"Wellesley to Bourne (1-Day, Sat)",2022
"8,620",34738-1,"Wellesley to Bourne (1-Day, Sat)",2022
"8,410",23120-6,"Wellesley to Bourne (1-Day, Sat)",2022
"5,176",39457-0,"Wellesley to Bourne (1-Day, Sat)",2022
"16,230",39585-4,"Wellesley to Bourne (1-Day, Sat)",2022
"4,775",50556-3,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",50585-1,"Wellesley to Bourne (1-Day, Sat)",2022
"20,480.2",67037-5,"Wellesley to Bourne (1-Day, Sat)",2022
"5,034.77",72483-6,"Wellesley to Bourne (1-Day, Sat)",2022
"4,050",77193-1,"Wellesley to Bourne (1-Day, Sat)",2022
"18,187",86887-3,"Wellesley to Bourne (1-Day, Sat)",2022
"10,000",94757-4,"Wellesley to Bourne (1-Day, Sat)",2022
"5,578.8",11032-7,"Wellesley to Bourne (1-Day, Sat)",2022
"4,276.7",11057-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,360",11073-A,"Wellesley to Bourne (1-Day, Sat)",2022
"5,295",11202-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,680",13481-1,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",13689-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",13804-A,"Wellesley to Bourne (1-Day, Sat)",2022
"35,026",27022-5,"Wellesley to Bourne (1-Day, Sat)",2022
"9,742.75",52346-4,"Wellesley to Bourne (1-Day, Sat)",2022
"14,294",56427-4,"Wellesley to Bourne (1-Day, Sat)",2022
"6,355",56428-7,"Wellesley to Bourne (1-Day, Sat)",2022
"7,150",66091-6,"Wellesley to Bourne (1-Day, Sat)",2022
"4,499.28",66365-4,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",13511-1,"Wellesley to Bourne (1-Day, Sat)",2022
"6,340",31435-6,"Wellesley to Bourne (1-Day, Sat)",2022
"4,815",31533-9,"Wellesley to Bourne (1-Day, Sat)",2022
"11,460.38",56373-8,"Wellesley to Bourne (1-Day, Sat)",2022
"2,854.82",59952-4,"Wellesley to Bourne (1-Day, Sat)",2022
"5,270",66125-8,"Wellesley to Bourne (1-Day, Sat)",2022
"10,080",04453-2,"Wellesley to Bourne (1-Day, Sat)",2022
"6,430.4",10560-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,474.13",10562-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,744.88",10672-A,"Wellesley to Bourne (1-Day, Sat)",2022
"6,490",34655-7,"Wellesley to Bourne (1-Day, Sat)",2022
"9,570.5",34745-9,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",39541-4,"Wellesley to Bourne (1-Day, Sat)",2022
"4,050",53894-1,"Wellesley to Bourne (1-Day, Sat)",2022
"5,085",57337-5,"Wellesley to Bourne (1-Day, Sat)",2022
"5,240",67325-9,"Wellesley to Bourne (1-Day, Sat)",2022
"4,025",67461-4,"Wellesley to Bourne (1-Day, Sat)",2022
"4,050",77106-7,"Wellesley to Bourne (1-Day, Sat)",2022
"11,190.79",87096-8,"Wellesley to Bourne (1-Day, Sat)",2022
"4,049.01",94780-4,"Wellesley to Bourne (1-Day, Sat)",2022
"5,450",10753-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,557.5",10793-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,325",10866-A,"Wellesley to Bourne (1-Day, Sat)",2022
"10,185",19399-1,"Wellesley to Bourne (1-Day, Sat)",2022
"13,248",51505-8,"Wellesley to Bourne (1-Day, Sat)",2022
"4,222",55528-3,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",70761-7,"Wellesley to Bourne (1-Day, Sat)",2022
"9,536",75148-5,"Wellesley to Bourne (1-Day, Sat)",2022
"10,280",75172-8,"Wellesley to Bourne (1-Day, Sat)",2022
"6,760",78523-1,"Wellesley to Bourne (1-Day, Sat)",2022
"8,000",83597-4,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",55463-7,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",64478-3,"Wellesley to Bourne (1-Day, Sat)",2022
"9,766",70594-9,"Wellesley to Bourne (1-Day, Sat)",2022
"4,431.22",70683-8,"Wellesley to Bourne (1-Day, Sat)",2022
"5,305",70877-1,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000.38",83423-4,"Wellesley to Bourne (1-Day, Sat)",2022
"5,930",10492-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",27648-1,"Wellesley to Bourne (1-Day, Sat)",2022
"5,936.41",39550-8,"Wellesley to Bourne (1-Day, Sat)",2022
"9,500",50363-3,"Wellesley to Bourne (1-Day, Sat)",2022
"7,010",34560-0,"Wellesley to Bourne (1-Day, Sat)",2022
"4,100",38981-5,"Wellesley to Bourne (1-Day, Sat)",2022
"19,624.31",53860-8,"Wellesley to Bourne (1-Day, Sat)",2022
"4,665",54096-8,"Wellesley to Bourne (1-Day, Sat)",2022
"5,205",61107-5,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",61280-9,"Wellesley to Bourne (1-Day, Sat)",2022
"9,600",67269-0,"Wellesley to Bourne (1-Day, Sat)",2022
"8,644",67379-6,"Wellesley to Bourne (1-Day, Sat)",2022
"4,622",67643-4,"Wellesley to Bourne (1-Day, Sat)",2022
"4,195",80853-2,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",80971-9,"Wellesley to Bourne (1-Day, Sat)",2022
"4,689.86",81132-5,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",86863-7,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",75319-5,"Wellesley to Bourne (1-Day, Sat)",2022
"9,500",78652-8,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",83374-3,"Wellesley to Bourne (1-Day, Sat)",2022
"17,281",03679-9,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",10524-A,"Wellesley to Bourne (1-Day, Sat)",2022
"13,955",39605-7,"Wellesley to Bourne (1-Day, Sat)",2022
"9,500.5",39643-9,"Wellesley to Bourne (1-Day, Sat)",2022
"5,250",53874-7,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",61383-7,"Wellesley to Bourne (1-Day, Sat)",2022
"4,291.3",67111-2,"Wellesley to Bourne (1-Day, Sat)",2022
"5,200",67289-4,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",80709-6,"Wellesley to Bourne (1-Day, Sat)",2022
"5,045",80954-4,"Wellesley to Bourne (1-Day, Sat)",2022
"7,104.43",39324-1,"Wellesley to Bourne (1-Day, Sat)",2022
"6,411.61",53855-6,"Wellesley to Bourne (1-Day, Sat)",2022
"16,968.9",57293-6,"Wellesley to Bourne (1-Day, Sat)",2022
"5,575",61117-2,"Wellesley to Bourne (1-Day, Sat)",2022
"9,000",61407-2,"Wellesley to Bourne (1-Day, Sat)",2022
"4,630",61441-2,"Wellesley to Bourne (1-Day, Sat)",2022
"4,055",72558-9,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",72588-0,"Wellesley to Bourne (1-Day, Sat)",2022
"13,233.3",76789-3,"Wellesley to Bourne (1-Day, Sat)",2022
"6,306",87217-3,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",94632-6,"Wellesley to Bourne (1-Day, Sat)",2022
"4,617.1",94661-4,"Wellesley to Bourne (1-Day, Sat)",2022
"4,100",11164-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,450",11361-A,"Wellesley to Bourne (1-Day, Sat)",2022
"10,032.12",11380-A,"Wellesley to Bourne (1-Day, Sat)",2022
"6,345",11385-A,"Wellesley to Bourne (1-Day, Sat)",2022
"7,650",36811-1,"Wellesley to Bourne (1-Day, Sat)",2022
"4,625",41135-6,"Wellesley to Bourne (1-Day, Sat)",2022
"7,276",54697-5,"Wellesley to Bourne (1-Day, Sat)",2022
"10,000",54821-6,"Wellesley to Bourne (1-Day, Sat)",2022
"6,315",59067-5,"Wellesley to Bourne (1-Day, Sat)",2022
"4,736",63561-1,"Wellesley to Bourne (1-Day, Sat)",2022
"8,943",00266-8,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",12899-A,"Wellesley to Bourne (1-Day, Sat)",2022
"6,220",13047-A,"Wellesley to Bourne (1-Day, Sat)",2022
"6,585",13249-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",10589-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,015",10764-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,105",10800-A,"Wellesley to Bourne (1-Day, Sat)",2022
"18,668.75",10835-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,198",10864-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,723",10974-A,"Wellesley to Bourne (1-Day, Sat)",2022
"17,144.87",32125-5,"Wellesley to Bourne (1-Day, Sat)",2022
"24,106",36606-1,"Wellesley to Bourne (1-Day, Sat)",2022
"5,149.42",64091-0,"Wellesley to Bourne (1-Day, Sat)",2022
"4,548.06",64351-9,"Wellesley to Bourne (1-Day, Sat)",2022
"4,647.18",87353-8,"Wellesley to Bourne (1-Day, Sat)",2022
"4,910",04867-7,"Wellesley to Bourne (1-Day, Sat)",2022
25,04867-7,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",11063-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",11121-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,010",11186-A,"Wellesley to Bourne (1-Day, Sat)",2022
"15,270",11488-A,"Wellesley to Bourne (1-Day, Sat)",2022
"7,912.98",41338-3,"Wellesley to Bourne (1-Day, Sat)",2022
"5,723",58745-5,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",59093-4,"Wellesley to Bourne (1-Day, Sat)",2022
"9,500",70243-4,"Wellesley to Bourne (1-Day, Sat)",2022
"6,995",70264-1,"Wellesley to Bourne (1-Day, Sat)",2022
"4,040",82748-7,"Wellesley to Bourne (1-Day, Sat)",2022
"9,500",87388-4,"Wellesley to Bourne (1-Day, Sat)",2022
"5,940",87621-8,"Wellesley to Bourne (1-Day, Sat)",2022
"11,225",87741-1,"Wellesley to Bourne (1-Day, Sat)",2022
"5,145.11",95779-7,"Wellesley to Bourne (1-Day, Sat)",2022
"7,161",50582-2,"Wellesley to Bourne (1-Day, Sat)",2022
"5,353.3",61145-7,"Wellesley to Bourne (1-Day, Sat)",2022
"8,945",61260-5,"Wellesley to Bourne (1-Day, Sat)",2022
"5,435",67049-8,"Wellesley to Bourne (1-Day, Sat)",2022
"5,076",67199-2,"Wellesley to Bourne (1-Day, Sat)",2022
"12,100",72681-8,"Wellesley to Bourne (1-Day, Sat)",2022
"7,445.48",76692-0,"Wellesley to Bourne (1-Day, Sat)",2022
"4,235",76808-3,"Wellesley to Bourne (1-Day, Sat)",2022
"1,500",76808-3,"Wellesley to Bourne (1-Day, Sat)",2022
"21,950",77083-5,"Wellesley to Bourne (1-Day, Sat)",2022
"11,705",81034-2,"Wellesley to Bourne (1-Day, Sat)",2022
"4,250",94652-0,"Wellesley to Bourne (1-Day, Sat)",2022
"6,655",94715-0,"Wellesley to Bourne (1-Day, Sat)",2022
"4,150",11254-A,"Wellesley to Bourne (1-Day, Sat)",2022
"9,500",10921-A,"Wellesley to Bourne (1-Day, Sat)",2022
"6,163.55",10937-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,750",10970-A,"Wellesley to Bourne (1-Day, Sat)",2022
"13,814.17",10973-A,"Wellesley to Bourne (1-Day, Sat)",2022
"5,455",51412-7,"Wellesley to Bourne (1-Day, Sat)",2022
"5,708",51818-1,"Wellesley to Bourne (1-Day, Sat)",2022
"8,409.11",70963-1,"Wellesley to Bourne (1-Day, Sat)",2022
"13,062",78568-4,"Wellesley to Bourne (1-Day, Sat)",2022
"5,235",78651-5,"Wellesley to Bourne (1-Day, Sat)",2022
"9,500",83617-7,"Wellesley to Bourne (1-Day, Sat)",2022
"13,682.55",01195-0,"Wellesley to Bourne (1-Day, Sat)",2022
"4,050",13939-A,"Wellesley to Bourne (1-Day, Sat)",2022
"10,148.55",14211-7,"Wellesley to Bourne (1-Day, Sat)",2022
"12,735",18558-5,"Wellesley to Bourne (1-Day, Sat)",2022
"15,456.5",30884-1,"Wellesley to Bourne (1-Day, Sat)",2022
"6,223",31211-2,"Wellesley to Bourne (1-Day, Sat)",2022
"4,675.5",11412-A,"Wellesley to Bourne (1-Day, Sat)",2022
"8,876.52",11427-A,"Wellesley to Bourne (1-Day, Sat)",2022
"10,095.65",16006-3,"Wellesley to Bourne (1-Day, Sat)",2022
"10,029.81",48411-8,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",48448-0,"Wellesley to Bourne (1-Day, Sat)",2022
"9,991.55",48684-4,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",51004-0,"Wellesley to Bourne (1-Day, Sat)",2022
"4,801",77381-6,"Wellesley to Bourne (1-Day, Sat)",2022
"5,660",77566-5,"Wellesley to Bourne (1-Day, Sat)",2022
"4,577.55",81940-8,"Wellesley to Bourne (1-Day, Sat)",2022
"13,644",87493-5,"Wellesley to Bourne (1-Day, Sat)",2022
"21,100",00479-2,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",12867-A,"Wellesley to Bourne (1-Day, Sat)",2022
"10,843.2",13111-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",13305-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,780",11058-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,380",11166-A,"Wellesley to Bourne (1-Day, Sat)",2022
"5,829",33209-5,"Wellesley to Bourne (1-Day, Sat)",2022
"5,148.26",37130-2,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",37140-9,"Wellesley to Bourne (1-Day, Sat)",2022
"5,799",41177-0,"Wellesley to Bourne (1-Day, Sat)",2022
"15,789",51153-1,"Wellesley to Bourne (1-Day, Sat)",2022
"8,148",58969-9,"Wellesley to Bourne (1-Day, Sat)",2022
"9,500",77612-7,"Wellesley to Bourne (1-Day, Sat)",2022
"4,368.55",81937-2,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",87449-8,"Wellesley to Bourne (1-Day, Sat)",2022
"6,193.5",61915-8,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",62087-5,"Wellesley to Bourne (1-Day, Sat)",2022
"4,460",62106-5,"Wellesley to Bourne (1-Day, Sat)",2022
"4,205",78162-0,"Wellesley to Bourne (1-Day, Sat)",2022
"5,213",78431-3,"Wellesley to Bourne (1-Day, Sat)",2022
"31,892.72",83145-7,"Wellesley to Bourne (1-Day, Sat)",2022
"5,048",83186-8,"Wellesley to Bourne (1-Day, Sat)",2022
"12,204.38",98275-9,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",98642-5,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",99125-8,"Wellesley to Bourne (1-Day, Sat)",2022
"9,147.62",99252-9,"Wellesley to Bourne (1-Day, Sat)",2022
"42,826.26",02251-2,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",11971-A,"Wellesley to Bourne (1-Day, Sat)",2022
"15,831",12082-5,"Wellesley to Bourne (1-Day, Sat)",2022
"10,895",20890-9,"Wellesley to Bourne (1-Day, Sat)",2022
"8,100",20939-3,"Wellesley to Bourne (1-Day, Sat)",2022
"4,125",51256-9,"Wellesley to Bourne (1-Day, Sat)",2022
"7,600",63131-4,"Wellesley to Bourne (1-Day, Sat)",2022
"20,600",70242-1,"Wellesley to Bourne (1-Day, Sat)",2022
"5,941",70336-5,"Wellesley to Bourne (1-Day, Sat)",2022
0,70336-5,"Wellesley to Bourne (1-Day, Sat)",2022
"9,506",70441-6,"Wellesley to Bourne (1-Day, Sat)",2022
"5,035",82548-9,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",82773-3,"Wellesley to Bourne (1-Day, Sat)",2022
"4,125",82916-8,"Wellesley to Bourne (1-Day, Sat)",2022
"5,075.11",87801-2,"Wellesley to Bourne (1-Day, Sat)",2022
"4,040",96783-9,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",97066-4,"Wellesley to Bourne (1-Day, Sat)",2022
"4,450",13238-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,918",13358-2,"Wellesley to Bourne (1-Day, Sat)",2022
"11,746",33402-2,"Wellesley to Bourne (1-Day, Sat)",2022
"501,100",37210-7,"Wellesley to Bourne (1-Day, Sat)",2022
"1,500",37210-7,"Wellesley to Bourne (1-Day, Sat)",2022
"5,635",49270-2,"Wellesley to Bourne (1-Day, Sat)",2022
"7,852.28",38421-8,"Wellesley to Bourne (1-Day, Sat)",2022
"6,365",38422-1,"Wellesley to Bourne (1-Day, Sat)",2022
"24,453.2",38596-1,"Wellesley to Bourne (1-Day, Sat)",2022
"6,931.28",50861-2,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",54304-6,"Wellesley to Bourne (1-Day, Sat)",2022
"5,720",62534-6,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",69004-1,"Wellesley to Bourne (1-Day, Sat)",2022
"9,500",74620-9,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",74865-0,"Wellesley to Bourne (1-Day, Sat)",2022
"4,114.24",97124-9,"Wellesley to Bourne (1-Day, Sat)",2022
"4,714.24",97177-3,"Wellesley to Bourne (1-Day, Sat)",2022
"4,500",97235-8,"Wellesley to Bourne (1-Day, Sat)",2022
"6,600",97370-0,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",97640-6,"Wellesley to Bourne (1-Day, Sat)",2022
"4,142.8",97676-5,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",97680-4,"Wellesley to Bourne (1-Day, Sat)",2022
"14,048",49507-1,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",53584-7,"Wellesley to Bourne (1-Day, Sat)",2022
"4,537.5",61941-7,"Wellesley to Bourne (1-Day, Sat)",2022
"6,494",67981-3,"Wellesley to Bourne (1-Day, Sat)",2022
"4,070",78040-1,"Wellesley to Bourne (1-Day, Sat)",2022
"9,635",78386-4,"Wellesley to Bourne (1-Day, Sat)",2022
"4,595.2",83006-3,"Wellesley to Bourne (1-Day, Sat)",2022
"9,977",83035-1,"Wellesley to Bourne (1-Day, Sat)",2022
"9,795",83216-8,"Wellesley to Bourne (1-Day, Sat)",2022
"5,285",99299-8,"Wellesley to Bourne (1-Day, Sat)",2022
"12,099",99336-6,"Wellesley to Bourne (1-Day, Sat)",2022
"18,500",02106-3,"Wellesley to Bourne (1-Day, Sat)",2022
"13,000",15453-2,"Wellesley to Bourne (1-Day, Sat)",2022
"24,376.71",29079-7,"Wellesley to Bourne (1-Day, Sat)",2022
"4,011.7",38335-8,"Wellesley to Bourne (1-Day, Sat)",2022
"9,550",38575-4,"Wellesley to Bourne (1-Day, Sat)",2022
"6,614.8",50689-2,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",50820-1,"Wellesley to Bourne (1-Day, Sat)",2022
"4,075",02783-4,"Wellesley to Bourne (1-Day, Sat)",2022
0,02783-4,"Wellesley to Bourne (1-Day, Sat)",2022
"12,442.43",12382-A,"Wellesley to Bourne (1-Day, Sat)",2022
"5,195",33698-1,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",57008-0,"Wellesley to Bourne (1-Day, Sat)",2022
"4,345.6",66963-2,"Wellesley to Bourne (1-Day, Sat)",2022
"4,433.22",76030-8,"Wellesley to Bourne (1-Day, Sat)",2022
"19,580",76217-3,"Wellesley to Bourne (1-Day, Sat)",2022
"6,262.68",80375-7,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",93503-6,"Wellesley to Bourne (1-Day, Sat)",2022
"10,001.25",93672-1,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",93842-8,"Wellesley to Bourne (1-Day, Sat)",2022
"9,500",75404-2,"Wellesley to Bourne (1-Day, Sat)",2022
"4,030",78595-6,"Wellesley to Bourne (1-Day, Sat)",2022
"9,453",78669-6,"Wellesley to Bourne (1-Day, Sat)",2022
"10,575",83453-5,"Wellesley to Bourne (1-Day, Sat)",2022
"4,150",83769-7,"Wellesley to Bourne (1-Day, Sat)",2022
"4,100",10457-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",14128-A,"Wellesley to Bourne (1-Day, Sat)",2022
"10,990.22",38978-9,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",50365-9,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",50646-5,"Wellesley to Bourne (1-Day, Sat)",2022
"10,706.3",54070-6,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",12822-A,"Wellesley to Bourne (1-Day, Sat)",2022
"6,584.52",12845-A,"Wellesley to Bourne (1-Day, Sat)",2022
"10,650",26779-1,"Wellesley to Bourne (1-Day, Sat)",2022
"11,482.55",33532-2,"Wellesley to Bourne (1-Day, Sat)",2022
"5,592.5",53567-2,"Wellesley to Bourne (1-Day, Sat)",2022
"6,882.5",61561-5,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",61604-1,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",61648-1,"Wellesley to Bourne (1-Day, Sat)",2022
"7,641",67811-5,"Wellesley to Bourne (1-Day, Sat)",2022
"4,025",74367-1,"Wellesley to Bourne (1-Day, Sat)",2022
"5,035",78490-2,"Wellesley to Bourne (1-Day, Sat)",2022
"4,265",83161-9,"Wellesley to Bourne (1-Day, Sat)",2022
"4,836",88309-4,"Wellesley to Bourne (1-Day, Sat)",2022
"4,062.5",99087-7,"Wellesley to Bourne (1-Day, Sat)",2022
"4,625",13307-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,147.1",29277-9,"Wellesley to Bourne (1-Day, Sat)",2022
"7,896",61606-7,"Wellesley to Bourne (1-Day, Sat)",2022
"4,100",61850-2,"Wellesley to Bourne (1-Day, Sat)",2022
"15,475",61931-0,"Wellesley to Bourne (1-Day, Sat)",2022
"6,243.75",61970-5,"Wellesley to Bourne (1-Day, Sat)",2022
"1,000",74581-5,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",78041-4,"Wellesley to Bourne (1-Day, Sat)",2022
"4,946",83196-5,"Wellesley to Bourne (1-Day, Sat)",2022
"6,091.52",98685-2,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",05462-9,"Wellesley to Bourne (1-Day, Sat)",2022
600,05462-9,"Wellesley to Bourne (1-Day, Sat)",2022
"4,120",12305-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,955",38177-4,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",69398-3,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",84040-6,"Wellesley to Bourne (1-Day, Sat)",2022
"12,706",84185-8,"Wellesley to Bourne (1-Day, Sat)",2022
"5,657",97214-1,"Wellesley to Bourne (1-Day, Sat)",2022
"9,500",97848-8,"Wellesley to Bourne (1-Day, Sat)",2022
0,97848-8,"Wellesley to Bourne (1-Day, Sat)",2022
"4,485.5",97879-2,"Wellesley to Bourne (1-Day, Sat)",2022
"4,033",98014-6,"Wellesley to Bourne (1-Day, Sat)",2022
"4,711",02707-0,"Wellesley to Bourne (1-Day, Sat)",2022
"4,050",12436-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,348.13",12568-A,"Wellesley to Bourne (1-Day, Sat)",2022
"5,020",12569-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,100",12665-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",87204-7,"Wellesley to Bourne (1-Day, Sat)",2022
"4,195",95320-9,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",11064-A,"Wellesley to Bourne (1-Day, Sat)",2022
"2,000",11065-A,"Wellesley to Bourne (1-Day, Sat)",2022
"9,525",11100-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",11222-A,"Wellesley to Bourne (1-Day, Sat)",2022
"5,378.55",11228-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,655",11316-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",11417-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",11424-A,"Wellesley to Bourne (1-Day, Sat)",2022
"5,000",16104-A,"Wellesley to Bourne (1-Day, Sat)",2022
"6,850",41426-9,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",54077-7,"Wellesley to Bourne (1-Day, Sat)",2022
"10,210.96",61152-5,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",61175-8,"Wellesley to Bourne (1-Day, Sat)",2022
"7,331",61316-7,"Wellesley to Bourne (1-Day, Sat)",2022
"13,701",67172-7,"Wellesley to Bourne (1-Day, Sat)",2022
"6,325",94797-2,"Wellesley to Bourne (1-Day, Sat)",2022
"4,000",95214-5,"Wellesley to Bourne (1-Day, Sat)",2022
"7,230.7",11092-A,"Wellesley to Bourne (1-Day, Sat)",2022
"5,159",11223-A,"Wellesley to Bourne (1-Day, Sat)",2022
"4,359",11379-A,"Wellesley to Bourne (1-Day, Sat)",2022
"6,240",20713-3,"Wellesley to Bourne (1-Day, Sat)",2022
"8,186.65",95883-5,"Wellesley to Bourne (1-Day, Sat)",2022
